0.00, -412.587400, 1.041992, -0.000244, 
0.01, -377.622340, 1.013672, -0.010742, 
0.02, -356.643340, 1.003906, -0.010254, 
0.03, -314.685300, 0.972412, -0.020752, 
0.04, -262.237760, 1.003662, -0.025635, 
0.05, -220.279710, 1.001465, -0.022461, 
0.06, -139.860140, 0.937988, -0.015381, 
0.07, -129.370620, 1.074707, -0.025635, 
0.08, -55.944054, 1.080566, -0.017090, 
0.09, 59.440556, 1.026123, -0.002441, 
0.10, 136.363630, 1.001709, -0.019775, 
0.11, 171.328660, 1.013672, -0.034180, 
0.12, 178.321670, 0.992920, -0.020508, 
0.13, 213.286700, 0.973389, -0.020264, 
0.14, 262.237760, 0.997559, -0.008057, 
0.15, 314.685300, 1.014404, -0.013184, 
0.16, 328.671330, 1.021484, -0.004150, 
0.17, 353.146850, 0.988037, 0.001953, 
0.18, 363.636350, 0.994141, -0.002686, 
0.19, 356.643340, 0.987305, 0.001221, 
0.20, 377.622340, 1.013916, 0.002686, 
0.21, 388.111880, 0.999512, 0.004150, 
0.22, 409.090880, 0.997314, 0.002441, 
0.23, 409.090880, 0.995605, -0.003418, 
0.24, 437.062930, 0.998291, -0.004150, 
0.25, 444.055910, 1.010254, 0.006104, 
0.26, 465.034940, 0.993652, 0.008057, 
0.27, 454.545440, 0.993652, 0.010742, 
0.28, 454.545440, 1.002441, 0.011719, 
0.29, 472.027950, 1.000732, 0.018066, 
0.30, 430.069920, 1.007568, 0.034180, 
0.31, 405.594390, 1.003662, 0.040283, 
0.32, 363.636350, 1.003174, 0.036621, 
0.33, 339.160830, 1.000244, 0.025391, 
0.34, 290.209780, 1.001953, 0.031738, 
0.35, 255.244740, 0.995361, 0.031738, 
0.36, 216.783200, 1.002686, 0.041504, 
0.37, 174.825160, 0.992920, 0.035400, 
0.38, 125.874120, 1.000000, 0.042725, 
0.39, 69.930069, 1.008789, 0.038818, 
0.40, 20.979019, 1.002441, 0.036133, 
0.41, -10.489510, 0.999023, 0.035156, 
0.42, -41.958038, 0.994629, 0.024170, 
0.43, -52.447552, 1.003662, 0.018066, 
0.44, -62.937061, 1.005371, 0.020752, 
0.45, -62.937061, 1.010986, 0.023682, 
0.46, -83.916077, 0.999268, 0.026611, 
0.47, -80.419579, 0.995605, 0.021729, 
0.48, -111.888110, 1.000488, 0.018066, 
0.49, -122.377620, 1.001221, 0.011719, 
0.50, -118.881110, 0.997314, 0.014404, 
0.51, -129.370620, 0.997070, 0.016357, 
0.52, -139.860140, 0.994629, 0.015869, 
0.53, -157.342650, 1.000977, 0.020752, 
0.54, -174.825160, 0.993896, 0.016846, 
0.55, -174.825160, 1.009521, 0.015381, 
0.56, -199.300690, 0.997803, 0.015137, 
0.57, -227.272720, 0.991699, 0.016846, 
0.58, -237.762220, 1.010986, 0.004883, 
0.59, -237.762220, 0.998047, 0.000977, 
0.60, -227.272720, 1.013184, -0.000732, 
0.61, -230.769230, 0.997314, 0.000488, 
0.62, -213.286700, 1.007080, 0.003418, 
0.63, -220.279710, 0.997803, -0.004639, 
0.64, -206.293700, 1.010986, -0.007568, 
0.65, -202.797200, 0.990234, -0.007568, 
0.66, -195.804180, 0.997314, 0.008545, 
0.67, -234.265720, 0.993652, -0.007568, 
0.68, -206.293700, 0.996582, -0.011719, 
0.69, -157.342650, 0.998779, -0.019775, 
0.70, -129.370620, 1.000244, -0.011475, 
0.71, -101.398600, 0.992920, -0.009033, 
0.72, -94.405586, 1.005859, -0.021484, 
0.73, -73.426567, 1.001709, -0.015381, 
0.74, -38.461536, 1.002686, -0.019043, 
0.75, -41.958038, 1.000000, -0.017334, 
0.76, -27.972027, 0.999512, -0.014404, 
0.77, -17.482517, 1.003662, -0.013184, 
0.78, -3.496503, 1.003418, -0.018066, 
0.79, -3.496503, 0.991211, -0.013428, 
0.80, 6.993007, 0.994629, -0.012939, 
0.81, 13.986013, 0.999268, -0.006836, 
0.82, 17.482517, 1.000977, -0.004639, 
0.83, -0.000000, 1.005127, -0.003906, 
0.84, 6.993007, 1.006836, -0.013428, 
0.85, 3.496503, 0.992432, -0.011963, 
0.86, -3.496503, 0.991211, -0.010254, 
0.87, -20.979019, 1.005859, -0.014893, 
0.88, -20.979019, 0.996094, -0.015869, 
0.89, -45.454544, 0.997559, -0.006104, 
0.90, -59.440556, 0.997314, -0.003906, 
0.91, -83.916077, 0.997314, -0.017090, 
0.92, -76.923073, 1.008789, -0.011475, 
0.93, -97.902092, 1.004639, -0.013184, 
0.94, -104.895100, 1.000732, -0.014404, 
0.95, -101.398600, 0.996094, -0.019531, 
0.96, -97.902092, 0.996338, -0.022461, 
0.97, -122.377620, 0.996582, -0.012939, 
0.98, -139.860140, 0.991699, -0.018799, 
0.99, -143.356640, 1.000977, -0.012939, 
1.00, -160.839160, 1.002441, -0.019531, 
1.01, -178.321670, 0.997803, -0.016602, 
1.02, -178.321670, 1.000488, -0.020996, 
1.03, -188.811170, 1.002197, -0.017090, 
1.04, -174.825160, 1.001221, -0.024170, 
1.05, -202.797200, 0.986084, -0.020264, 
1.06, -209.790210, 0.990967, -0.028564, 
1.07, -209.790210, 0.997314, -0.023682, 
1.08, -223.776210, 1.007568, -0.020508, 
1.09, -251.748250, 0.999023, -0.022705, 
1.10, -269.230740, 1.002686, -0.017090, 
1.11, -300.699280, 1.011719, -0.027344, 
1.12, -297.202790, 1.002197, -0.035645, 
1.13, -293.706270, 0.998291, -0.037842, 
1.14, -307.692290, 0.988037, -0.027588, 
1.15, -314.685300, 0.995850, -0.035400, 
1.16, -325.174800, 1.001709, -0.039795, 
1.17, -321.678310, 0.995117, -0.038818, 
1.18, -332.167820, 0.988037, -0.037598, 
1.19, -346.153840, 0.993652, -0.050781, 
1.20, -328.671330, 0.997559, -0.052490, 
1.21, -314.685300, 0.998535, -0.051025, 
1.22, -304.195800, 1.008545, -0.052246, 
1.23, -293.706270, 1.000977, -0.050781, 
1.24, -269.230740, 1.002686, -0.061279, 
1.25, -244.755230, 0.990723, -0.061279, 
1.26, -227.272720, 0.992432, -0.062256, 
1.27, -216.783200, 1.008789, -0.059082, 
1.28, -206.293700, 0.987793, -0.057373, 
1.29, -206.293700, 1.001709, -0.062256, 
1.30, -185.314680, 0.996338, -0.054443, 
1.31, -206.293700, 0.995605, -0.050049, 
1.32, -195.804180, 1.000000, -0.057373, 
1.33, -192.307680, 0.998291, -0.065186, 
1.34, -171.328660, 0.986572, -0.060547, 
1.35, -157.342650, 0.996338, -0.064697, 
1.36, -157.342650, 0.996826, -0.064941, 
1.37, -150.349640, 1.000977, -0.064941, 
1.38, -153.846150, 1.000732, -0.055664, 
1.39, -188.811170, 0.997070, -0.056641, 
1.40, -181.818180, 1.003906, -0.061523, 
1.41, -206.293700, 0.994629, -0.063477, 
1.42, -206.293700, 0.991455, -0.073730, 
1.43, -195.804180, 0.997070, -0.075195, 
1.44, -174.825160, 1.003662, -0.077148, 
1.45, -167.832150, 0.997803, -0.071533, 
1.46, -174.825160, 0.995117, -0.071045, 
1.47, -174.825160, 0.992188, -0.073486, 
1.48, -181.818180, 0.999756, -0.073730, 
1.49, -181.818180, 1.000977, -0.068359, 
1.50, -202.797200, 0.993408, -0.065674, 
1.51, -195.804180, 0.996826, -0.077393, 
1.52, -192.307680, 0.989014, -0.078613, 
1.53, -178.321670, 1.000488, -0.087891, 
1.54, -164.335660, 1.006592, -0.072266, 
1.55, -192.307680, 0.991943, -0.069824, 
1.56, -199.300690, 0.994629, -0.072510, 
1.57, -216.783200, 1.004395, -0.074707, 
1.58, -209.790210, 0.992920, -0.082520, 
1.59, -237.762220, 0.991455, -0.078613, 
1.60, -248.251740, 1.001465, -0.077881, 
1.61, -276.223750, 0.999268, -0.081543, 
1.62, -276.223750, 0.999268, -0.077637, 
1.63, -279.720280, 0.993164, -0.085693, 
1.64, -286.713290, 1.000732, -0.095703, 
1.65, -262.237760, 0.995605, -0.092773, 
1.66, -269.230740, 1.001465, -0.094238, 
1.67, -269.230740, 0.995850, -0.089844, 
1.68, -248.251740, 0.996582, -0.092041, 
1.69, -262.237760, 0.986328, -0.097900, 
1.70, -258.741240, 0.996582, -0.096680, 
1.71, -234.265720, 0.997314, -0.099854, 
1.72, -234.265720, 0.998779, -0.104248, 
1.73, -216.783200, 0.990479, -0.101074, 
1.74, -209.790210, 0.997314, -0.106689, 
1.75, -213.286700, 0.991455, -0.107422, 
1.76, -195.804180, 0.994385, -0.109131, 
1.77, -181.818180, 0.991211, -0.105225, 
1.78, -174.825160, 0.989014, -0.103760, 
1.79, -188.811170, 0.988770, -0.104004, 
1.80, -185.314680, 0.989258, -0.114014, 
1.81, -160.839160, 0.991699, -0.108643, 
1.82, -157.342650, 0.986328, -0.109375, 
1.83, -153.846150, 0.990234, -0.107910, 
1.84, -153.846150, 0.996338, -0.105713, 
1.85, -153.846150, 1.001221, -0.108398, 
1.86, -143.356640, 1.003906, -0.111328, 
1.87, -153.846150, 0.989258, -0.111084, 
1.88, -171.328660, 0.994385, -0.108398, 
1.89, -164.335660, 0.986572, -0.116455, 
1.90, -164.335660, 1.000488, -0.120605, 
1.91, -146.853130, 0.984131, -0.125000, 
1.92, -111.888110, 0.991699, -0.121826, 
1.93, -101.398600, 0.990479, -0.113281, 
1.94, -125.874120, 0.994873, -0.116943, 
1.95, -125.874120, 1.000244, -0.123047, 
1.96, -115.384610, 0.983643, -0.118896, 
1.97, -115.384610, 0.996094, -0.124512, 
1.98, -108.391600, 0.988770, -0.120361, 
1.99, -118.881110, 1.000244, -0.125000, 
2.00, -101.398600, 0.991455, -0.127441, 
2.01, -104.895100, 0.989746, -0.124756, 
2.02, -101.398600, 0.986816, -0.128174, 
2.03, -76.923073, 0.990234, -0.122803, 
2.04, -76.923073, 0.991943, -0.126221, 
2.05, -69.930069, 0.980713, -0.125244, 
2.06, -76.923073, 0.995361, -0.126221, 
2.07, -62.937061, 0.992676, -0.129150, 
2.08, -55.944054, 0.995850, -0.137695, 
2.09, -20.979019, 0.991211, -0.129150, 
2.10, -20.979019, 0.994385, -0.124268, 
2.11, -38.461536, 0.994141, -0.126953, 
2.12, -38.461536, 0.991455, -0.128906, 
2.13, -48.951046, 0.989502, -0.133301, 
2.14, -31.468531, 0.996094, -0.134521, 
2.15, -17.482517, 0.993408, -0.135986, 
2.16, -0.000000, 0.991943, -0.145752, 
2.17, 24.475523, 0.981934, -0.141846, 
2.18, 59.440556, 0.990234, -0.141846, 
2.19, 90.909088, 0.996826, -0.142334, 
2.20, 115.384610, 0.993408, -0.140625, 
2.21, 153.846150, 0.986572, -0.149170, 
2.22, 206.293700, 0.993408, -0.150635, 
2.23, 244.755230, 0.991943, -0.158936, 
2.24, 297.202790, 0.989014, -0.156982, 
2.25, 367.132840, 0.989990, -0.153076, 
2.26, 423.076900, 0.989502, -0.153320, 
2.27, 479.020970, 0.996826, -0.155518, 
2.28, 548.951050, 0.991455, -0.156738, 
2.29, 625.874080, 0.987549, -0.153809, 
2.30, 692.307680, 0.986084, -0.147461, 
2.31, 744.755190, 0.991943, -0.152100, 
2.32, 832.167790, 0.993408, -0.148682, 
2.33, 877.622310, 1.001709, -0.135986, 
2.34, 912.587340, 0.986084, -0.127686, 
2.35, 965.034910, 0.989258, -0.137695, 
2.36, 1020.978900, 0.992920, -0.134033, 
2.37, 1045.454500, 0.982178, -0.117188, 
2.38, 1073.426500, 1.002930, -0.110840, 
2.39, 1087.412600, 0.991211, -0.108154, 
2.40, 1101.398600, 0.989014, -0.102539, 
2.41, 1115.384500, 0.993408, -0.095459, 
2.42, 1094.405500, 0.994629, -0.092041, 
2.43, 1094.405500, 0.989258, -0.087891, 
2.44, 1087.412600, 0.987061, -0.082520, 
2.45, 1066.433500, 0.994629, -0.083984, 
2.46, 1048.951000, 0.989990, -0.077148, 
2.47, 1048.951000, 0.994873, -0.078125, 
2.48, 1048.951000, 0.998047, -0.074463, 
2.49, 1034.965000, 1.000000, -0.062256, 
2.50, 1038.461500, 1.006348, -0.063232, 
2.51, 1038.461500, 1.000488, -0.068359, 
2.52, 1024.475500, 0.999023, -0.063232, 
2.53, 1041.958000, 0.998779, -0.066162, 
2.54, 1041.958000, 0.992188, -0.063965, 
2.55, 1062.937000, 0.998535, -0.061035, 
2.56, 1083.916000, 0.997803, -0.057129, 
2.57, 1087.412600, 0.994629, -0.052490, 
2.58, 1104.895000, 0.991455, -0.055664, 
2.59, 1108.391600, 0.996094, -0.052002, 
2.60, 1122.377600, 0.987549, -0.049072, 
2.61, 1153.846100, 0.998047, -0.046143, 
2.62, 1153.846100, 0.999756, -0.044189, 
2.63, 1164.335600, 0.993408, -0.042480, 
2.64, 1202.797100, 0.999756, -0.041260, 
2.65, 1227.272700, 0.993408, -0.030518, 
2.66, 1241.258700, 1.006836, -0.024902, 
2.67, 1237.762200, 0.996582, -0.021729, 
2.68, 1244.755100, 0.998291, -0.015869, 
