0.00,0
0.01,-1
0.02,-2
0.03,-3
0.04,-4
0.05,-4
0.06,-5
0.07,-5
0.08,-6
0.09,-6
0.10,-6
0.11,-6
0.12,-6
0.13,-6
0.14,-5
0.15,-5
0.16,-5
0.17,-4
0.18,-4
0.19,-3
0.20,-3
0.21,-2
0.22,-2
0.23,-1
0.24,0
0.25,0
0.26,1
0.27,2
0.28,2
0.29,3
0.30,4
0.31,4
0.32,5
0.33,5
0.34,5
0.35,6
0.36,6
0.37,6
0.38,6
0.39,6
0.40,6
0.41,6
0.42,5
0.43,5
0.44,5
0.45,4
0.46,4
0.47,4
0.48,3
0.49,3
0.50,2
0.51,2
0.52,1
0.53,1
0.54,0
0.55,-1
0.56,-1
0.57,-2
0.58,-3
0.59,-3
0.60,-4
0.61,-5
0.62,-5
0.63,-6
0.64,-7
0.65,-7
0.66,-8
0.67,-9
0.68,-9
0.69,-10
0.70,-10
0.71,-11
0.72,-11
0.73,-12
0.74,-12
0.75,-12
0.76,-13
0.77,-13
0.78,-13
0.79,-13
0.80,-14
0.81,-14
0.82,-14
0.83,-14
0.84,-15
0.85,-15
0.86,-15
0.87,-15
0.88,-16
0.89,-16
0.90,-16
0.91,-17
0.92,-17
0.93,-18
0.94,-18
0.95,-18
0.96,-19
0.97,-19
0.98,-20
0.99,-20
1.00,-21
1.01,-22
1.02,-22
1.03,-23
1.04,-23
1.05,-24
1.06,-25
1.07,-25
1.08,-26
1.09,-27
1.10,-28
1.11,-28
1.12,-29
1.13,-30
1.14,-31
1.15,-32
1.16,-33
1.17,-33
1.18,-34
1.19,-35
1.20,-36
1.21,-37
1.22,-38
1.23,-39
1.24,-40
1.25,-40
1.26,-41
1.27,-42
1.28,-42
1.29,-43
1.30,-44
1.31,-44
1.32,-45
1.33,-45
1.34,-46
1.35,-47
1.36,-47
1.37,-48
1.38,-48
1.39,-49
1.40,-49
1.41,-50
1.42,-51
1.43,-51
1.44,-52
1.45,-53
1.46,-53
1.47,-54
1.48,-54
1.49,-55
1.50,-56
1.51,-56
1.52,-57
1.53,-58
1.54,-58
1.55,-59
1.56,-59
1.57,-60
1.58,-61
1.59,-61
1.60,-62
1.61,-63
1.62,-64
1.63,-64
1.64,-65
1.65,-66
1.66,-67
1.67,-68
1.68,-68
1.69,-69
1.70,-70
1.71,-71
1.72,-71
1.73,-72
1.74,-73
1.75,-73
1.76,-74
1.77,-75
1.78,-75
1.79,-76
1.80,-76
1.81,-77
1.82,-78
1.83,-78
1.84,-79
1.85,-79
1.86,-80
1.87,-80
1.88,-81
1.89,-81
1.90,-82
1.91,-82
1.92,-83
1.93,-84
1.94,-84
1.95,-84
1.96,-85
1.97,-85
1.98,-86
1.99,-86
2.00,-87
2.01,-87
2.02,-88
2.03,-88
2.04,-88
2.05,-89
2.06,-89
2.07,-90
2.08,-90
2.09,-90
2.10,-90
2.11,-91
2.12,-91
2.13,-92
2.14,-92
2.15,-92
2.16,-92
2.17,-93
2.18,-93
2.19,-93
2.20,-93
2.21,-93
2.22,-93
2.23,-92
2.24,-92
2.25,-92
2.26,-91
2.27,-90
2.28,-90
2.29,-89
2.30,-88
2.31,-86
2.32,-85
2.33,-84
2.34,-82
2.35,-80
2.36,-79
2.37,-77
2.38,-75
2.39,-73
2.40,-71
2.41,-69
2.42,-67
2.43,-65
2.44,-63
2.45,-61
2.46,-59
2.47,-57
2.48,-56
2.49,-54
2.50,-52
2.51,-50
2.52,-48
2.53,-47
2.54,-45
2.55,-43
2.56,-41
2.57,-39
2.58,-37
2.59,-35
2.60,-33
2.61,-31
2.62,-29
2.63,-27
2.64,-25
2.65,-22
2.66,-20
2.67,-18
2.68,-16
2.69,-14
2.70,-11
2.71,-9
2.72,-7
2.73,-4
2.74,-2
2.75,0
2.76,2
2.77,4
2.78,6
2.79,9
2.80,11
2.81,13
2.82,15
2.83,16
2.84,18
2.85,20
2.86,22
2.87,24
2.88,25
2.89,27
2.90,29
2.91,30
2.92,32
2.93,33
2.94,35
2.95,36
2.96,38
2.97,40
2.98,41
2.99,43
3.00,44
3.01,46
3.02,48
3.03,49
3.04,51
3.05,53
3.06,55
3.07,56
3.08,57
3.09,59
3.10,60
3.11,62
3.12,63
3.13,64
3.14,66
3.15,68
3.16,69
3.17,71
3.18,72
3.19,74
3.20,76
3.21,78
3.22,80
3.23,83
3.24,86
3.25,88
3.26,91
3.27,94
3.28,97
3.29,100
3.30,103
3.31,106
3.32,108
3.33,110
3.34,113
3.35,115
3.36,117
3.37,119
3.38,121
3.39,122
3.40,122
3.41,122
3.42,122
3.43,121
3.44,119
3.45,117
3.46,114
3.47,111
3.48,107
3.49,103
3.50,99
3.51,94
3.52,89
3.53,84
3.54,80
3.55,75
3.56,70
3.57,65
3.58,59
3.59,54
3.60,48
3.61,42
3.62,35
3.63,29
3.64,22
3.65,16
3.66,9
3.67,2
3.68,-5
3.69,-12
3.70,-18
3.71,-25
3.72,-32
3.73,-39
3.74,-46
3.75,-53
3.76,-60
3.77,-67
3.78,-74
3.79,-81
3.80,-88
3.81,-96
3.82,-103
3.83,-110
3.84,-117
3.85,-124
3.86,-130
3.87,-137
3.88,-143
3.89,-149
3.90,-156
3.91,-162
3.92,-169
3.93,-175
3.94,-181
3.95,-188
3.96,-194
3.97,-200
3.98,-206
3.99,-212
4.00,-218
4.01,-224
4.02,-230
4.03,-237
4.04,-244
4.05,-250
4.06,-258
4.07,-265
4.08,-272
4.09,-279
4.10,-286
4.11,-293
4.12,-300
4.13,-307
4.14,-314
4.15,-321
4.16,-329
4.17,-337
4.18,-344
4.19,-351
4.20,-358
4.21,-364
4.22,-369
4.23,-374
4.24,-380
4.25,-385
4.26,-390
4.27,-395
4.28,-400
4.29,-405
4.30,-409
4.31,-412
4.32,-414
4.33,-414
4.34,-412
4.35,-410
4.36,-406
4.37,-402
4.38,-397
4.39,-390
4.40,-384
4.41,-376
4.42,-367
4.43,-358
4.44,-348
4.45,-337
4.46,-325
4.47,-313
4.48,-301
4.49,-289
4.50,-277
4.51,-265
4.52,-253
4.53,-242
4.54,-230
4.55,-218
4.56,-206
4.57,-194
4.58,-182
4.59,-170
4.60,-159
