0.01,0
0.02,0
0.03,-1
0.04,-1
0.05,-1
0.06,-1
0.07,-1
0.08,-1
0.09,-2
0.10,-2
0.11,-2
0.12,-2
0.13,-2
0.14,-3
0.15,-3
0.16,-3
0.17,-3
0.18,-3
0.19,-3
0.20,-3
0.21,-3
0.22,-3
0.23,-3
0.24,-3
0.25,-3
0.26,-3
0.27,-3
0.28,-3
0.29,-3
0.30,-3
0.31,-3
0.32,-3
0.33,-3
0.34,-3
0.35,-3
0.36,-3
0.37,-3
0.38,-2
0.39,-2
0.40,-2
0.41,-2
0.42,-2
0.43,-2
0.44,-2
0.45,-2
0.46,-2
0.47,-2
0.48,-2
0.49,-2
0.50,-2
0.51,-2
0.52,-2
0.53,-3
0.54,-3
0.55,-3
0.56,-4
0.57,-4
0.58,-5
0.59,-5
0.60,-6
0.61,-7
0.62,-7
0.63,-8
0.64,-9
0.65,-9
0.66,-10
0.67,-11
0.68,-11
0.69,-12
0.70,-13
0.71,-14
0.72,-14
0.73,-15
0.74,-16
0.75,-17
0.76,-18
0.77,-19
0.78,-20
0.79,-21
0.80,-22
0.81,-23
0.82,-24
0.83,-25
0.84,-26
0.85,-27
0.86,-29
0.87,-30
0.88,-31
0.89,-33
0.90,-34
0.91,-35
0.92,-37
0.93,-38
0.94,-39
0.95,-41
0.96,-42
0.97,-44
0.98,-45
0.99,-47
1.00,-48
1.01,-50
1.02,-51
1.03,-53
1.04,-54
1.05,-55
1.06,-57
1.07,-58
1.08,-60
1.09,-62
1.10,-63
1.11,-65
1.12,-66
1.13,-68
1.14,-69
1.15,-71
1.16,-72
1.17,-74
1.18,-75
1.19,-77
1.20,-78
1.21,-80
1.22,-81
1.23,-82
1.24,-84
1.25,-85
1.26,-86
1.27,-87
1.28,-89
1.29,-90
1.30,-91
1.31,-92
1.32,-93
1.33,-93
1.34,-94
1.35,-95
1.36,-95
1.37,-96
1.38,-96
1.39,-97
1.40,-97
1.41,-97
1.42,-97
1.43,-98
1.44,-98
1.45,-98
1.46,-98
1.47,-98
1.48,-98
1.49,-97
1.50,-97
1.51,-97
1.52,-97
1.53,-96
1.54,-96
1.55,-95
1.56,-94
1.57,-94
1.58,-93
1.59,-92
1.60,-91
1.61,-90
1.62,-90
1.63,-89
1.64,-88
1.65,-87
1.66,-86
1.67,-86
1.68,-85
1.69,-84
1.70,-83
1.71,-83
1.72,-82
1.73,-81
1.74,-81
1.75,-80
1.76,-79
1.77,-79
1.78,-78
1.79,-78
1.80,-77
1.81,-76
1.82,-76
1.83,-75
1.84,-75
1.85,-74
1.86,-74
1.87,-74
1.88,-74
1.89,-73
1.90,-73
1.91,-73
1.92,-72
1.93,-72
1.94,-71
1.95,-70
1.96,-70
1.97,-69
1.98,-68
1.99,-67
2.00,-66
2.01,-65
2.02,-64
2.03,-62
2.04,-61
2.05,-59
2.06,-58
2.07,-57
2.08,-56
2.09,-54
2.10,-53
2.11,-52
2.12,-51
2.13,-50
2.14,-48
2.15,-47
2.16,-46
2.17,-44
2.18,-43
2.19,-42
2.20,-40
2.21,-38
2.22,-36
2.23,-34
2.24,-32
2.25,-30
2.26,-28
2.27,-25
2.28,-23
2.29,-21
2.30,-18
2.31,-16
2.32,-13
2.33,-11
2.34,-9
2.35,-6
2.36,-3
2.37,-1
2.38,2
2.39,4
2.40,7
2.41,9
2.42,12
2.43,14
2.44,17
2.45,19
2.46,22
2.47,25
2.48,27
2.49,30
2.50,32
2.51,35
2.52,38
2.53,40
2.54,43
2.55,46
2.56,49
2.57,52
2.58,55
2.59,59
2.60,62
2.61,66
2.62,69
2.63,73
2.64,76
2.65,79
2.66,83
2.67,86
2.68,89
2.69,93
2.70,96
2.71,99
2.72,102
2.73,105
2.74,108
2.75,111
2.76,113
2.77,116
2.78,119
2.79,122
2.80,125
2.81,128
2.82,131
2.83,134
2.84,137
2.85,139
2.86,142
2.87,145
2.88,148
2.89,151
2.90,154
2.91,157
2.92,160
2.93,164
2.94,167
2.95,171
2.96,175
2.97,179
2.98,182
2.99,186
3.00,190
3.01,194
3.02,198
3.03,202
3.04,206
3.05,210
3.06,213
3.07,217
3.08,221
3.09,224
3.10,228
3.11,231
3.12,235
3.13,238
3.14,241
3.15,245
3.16,249
3.17,252
3.18,256
3.19,260
3.20,263
3.21,267
3.22,271
3.23,275
3.24,279
3.25,284
3.26,288
3.27,292
3.28,297
3.29,301
3.30,306
3.31,310
3.32,315
3.33,319
3.34,324
3.35,328
3.36,333
3.37,337
3.38,342
3.39,347
3.40,351
3.41,356
3.42,361
3.43,366
3.44,370
3.45,375
3.46,379
3.47,383
3.48,387
3.49,391
3.50,395
3.51,399
3.52,403
3.53,407
3.54,411
3.55,414
3.56,417
3.57,420
3.58,423
3.59,426
3.60,428
3.61,430
3.62,432
3.63,434
3.64,436
3.65,437
3.66,438
3.67,438
3.68,438
3.69,438
3.70,438
3.71,437
3.72,436
3.73,434
3.74,432
3.75,430
3.76,428
3.77,425
3.78,422
3.79,419
3.80,415
3.81,411
3.82,407
3.83,403
3.84,398
3.85,394
3.86,389
3.87,384
3.88,378
3.89,373
3.90,368
3.91,362
3.92,356
3.93,351
3.94,345
3.95,339
3.96,334
3.97,328
3.98,322
3.99,316
4.00,310
4.01,304
4.02,298
4.03,293
4.04,287
4.05,281
4.06,275
4.07,269
4.08,264
4.09,258
4.10,253
4.11,247
