[true theta], [true dTheta], [ar], [at], [imu dtheta]
0.000000, 0.000000, 1.007324, 0.035645, 0.039376
0.000000, 0.000000, 1.003418, 0.039063, 0.041505
0.000000, 0.000000, 0.993408, 0.047119, 0.032991
0.000000, 0.000000, 1.002441, 0.033691, 0.029798
0.000000, 0.000000, 0.997070, 0.027588, 0.038312
0.000000, 0.000000, 1.003174, 0.035400, 0.039376
0.000000, 0.000000, 1.004883, 0.032227, 0.042569
0.000000, 0.000000, 1.001221, 0.043457, 0.039376
0.000000, 0.000000, 0.986328, 0.040283, 0.032991
0.000000, 0.000000, 1.000244, 0.039551, 0.035119
0.000000, 0.000000, 0.999512, 0.030518, 0.036184
0.000000, 0.000000, 0.994385, 0.035889, 0.041505
0.000000, 0.000000, 0.986084, 0.043213, 0.040441
0.000000, 0.000000, 0.993652, 0.039063, 0.029798
0.000000, 0.000000, 1.001465, 0.033203, 0.034055
0.000000, 0.000000, 0.997070, 0.031982, 0.038312
0.000000, 0.000000, 1.001465, 0.034912, 0.036184
0.000000, 0.000000, 0.988770, 0.037354, 0.036184
0.000000, 0.000000, 1.004395, 0.032715, 0.032991
0.000000, 0.000000, 0.999512, 0.038330, 0.038312
0.000000, 0.000000, 0.992188, 0.049561, 0.037248
0.000000, 0.000000, 1.000488, 0.033691, 0.037248
0.000000, 0.000000, 0.999023, 0.028809, 0.036184
0.000000, 0.000000, 1.000732, 0.043457, 0.038312
0.000000, 0.000000, 1.009277, 0.042480, 0.036184
0.000000, 0.000000, 1.005127, 0.040283, 0.036184
0.000000, 0.000000, 0.995605, 0.039307, 0.032991
0.000000, 0.000000, 0.984375, 0.039551, 0.030863
0.000000, 0.000000, 1.007324, 0.026855, 0.032991
0.000000, 0.000000, 0.993408, 0.032715, 0.037248
0.000000, 0.000000, 0.992920, 0.032715, 0.036184
0.000000, 0.000000, 0.991211, 0.033691, 0.035119
0.000000, 0.000000, 1.007568, 0.062012, 0.027670
0.000000, 0.000000, 0.980469, 0.018066, 0.023413
0.000000, 0.000000, 1.008057, 0.039551, 0.026606
0.000000, 0.000000, 0.984863, 0.012207, 0.030863
0.000000, 0.000000, 1.010986, 0.017334, 0.043633
0.000000, 0.000000, 0.978516, 0.068115, 0.044697
0.000000, 0.000000, 1.007813, 0.039307, 0.028734
0.000000, 0.000000, 1.010986, -0.007813, 0.040441
0.000000, 0.000000, 1.014160, 0.040039, 0.056404
0.000000, 0.000000, 0.980469, 0.083008, 0.043633
0.000000, 0.000000, 0.996338, 0.050781, 0.019156
0.000000, 0.000000, 0.996094, 0.000244, 0.031927
0.000000, 0.000000, 1.006592, 0.029297, 0.045762
0.000000, 0.000000, 0.991455, 0.055664, 0.037248
0.000000, 0.000000, 0.999512, 0.037598, 0.031927
0.000000, 0.000000, 1.003662, 0.013672, 0.040441
0.000000, 0.000000, 1.004883, 0.035156, 0.048954
0.000000, 0.000000, 0.991455, 0.047119, 0.039376
0.000000, 0.000000, 0.993652, 0.034424, 0.032991
0.000000, 0.000000, 1.000732, 0.019043, 0.037248
0.000000, 0.000000, 0.993408, 0.036621, 0.042569
0.000000, 0.000000, 0.989502, 0.036377, 0.043633
0.000000, 0.000000, 0.993896, 0.027832, 0.043633
0.000000, 0.000000, 1.005859, 0.042969, 0.041505
0.000000, 0.000000, 1.002686, 0.047119, 0.038312
0.000000, 0.000000, 0.998535, 0.038574, 0.032991
0.000000, 0.000000, 1.008789, 0.022949, 0.035119
0.000000, 0.000000, 0.990479, 0.042969, 0.038312
0.000000, 0.000000, 0.989990, 0.049805, 0.032991
0.000000, 0.000000, 1.005127, 0.036133, 0.029798
0.000000, 0.000000, 0.993896, 0.031250, 0.038312
0.000000, 0.000000, 1.017090, 0.046143, 0.036184
0.000000, 0.000000, 0.998535, 0.039551, 0.037248
0.000000, 0.000000, 0.992188, 0.029541, 0.040441
0.000000, 0.000000, 1.006348, 0.033936, 0.039376
0.000000, 0.000000, 0.993164, 0.036621, 0.037248
0.000000, 0.000000, 0.987793, 0.038574, 0.035119
0.000000, 0.000000, 0.989014, 0.030029, 0.034055
0.000000, 0.000000, 1.000000, 0.035645, 0.036184
0.000000, 0.000000, 0.997314, 0.038574, 0.038312
0.000000, 0.000000, 0.991943, 0.033203, 0.039376
0.000000, 0.000000, 0.992920, 0.034912, 0.038312
0.000000, 0.000000, 1.003174, 0.038330, 0.036184
0.000000, 0.000000, 0.992920, 0.037354, 0.039376
0.000000, 0.000000, 0.991455, 0.046875, 0.037248
0.000000, 0.000000, 1.001709, 0.036377, 0.036184
0.000000, 0.000000, 1.010498, 0.035645, 0.034055
0.000000, 0.000000, 0.985107, 0.031982, 0.042569
0.000000, 0.000000, 1.004639, 0.041260, 0.041505
0.000000, 0.000000, 1.002441, 0.029785, 0.039376
0.000000, 0.000000, 1.001221, 0.042725, 0.037248
0.000000, 0.006973, 1.006348, 0.041748, 0.036184
0.000000, 0.012551, 0.990479, 0.022949, 0.041505
0.000000, 0.016734, 1.008545, 0.034180, 0.045762
0.000000, 0.019523, 0.997314, 0.032227, 0.044697
0.000000, 0.020918, 1.000244, 0.028564, 0.046826
0.001534, 0.020918, 1.002441, 0.039307, 0.047890
0.001534, 0.019523, 0.995361, 0.044434, 0.050019
0.001534, 0.016734, 0.996094, 0.034912, 0.044697
0.001534, 0.012551, 1.001465, 0.045166, 0.047890
0.001534, 0.013945, 0.997070, 0.019775, 0.051083
0.001534, 0.012551, 0.996338, 0.039063, 0.056404
0.001534, 0.016734, 0.994141, 0.030273, 0.061725
0.001534, 0.026496, 1.014893, 0.033936, 0.065982
0.001534, 0.040441, 1.001465, 0.020752, 0.071303
0.003068, 0.057176, 0.994141, 0.040527, 0.076624
0.003068, 0.075305, 0.974854, 0.001465, 0.085138
0.003068, 0.093433, 0.996338, -0.044678, 0.133028
0.004602, 0.110168, 0.997803, -0.007568, 0.183047
0.006136, 0.124113, 0.986084, 0.065674, 0.191561
0.007670, 0.126902, 1.032959, 0.067627, 0.188368
0.009204, 0.133875, 1.004639, 0.095215, 0.164955
0.010738, 0.136664, 1.005615, 0.080811, 0.150056
0.012272, 0.140847, 0.977539, 0.059326, 0.144735
0.013806, 0.145031, 0.996826, 0.036621, 0.140478
0.013806, 0.156187, 1.011963, -0.006836, 0.157505
0.015340, 0.165949, 0.996582, 0.043457, 0.204331
0.016874, 0.181289, 0.989502, 0.032471, 0.217102
0.019942, 0.193839, 1.010986, 0.024170, 0.237322
0.021476, 0.210574, 0.979736, 0.054199, 0.268185
0.024544, 0.223124, 1.009277, 0.035400, 0.286277
0.026078, 0.230097, 0.992188, 0.066406, 0.285212
0.029146, 0.230097, 0.985107, 0.094727, 0.278827
0.030680, 0.230097, 1.012207, 0.064209, 0.275634
0.033748, 0.237070, 0.984619, 0.074707, 0.276699
0.035282, 0.242648, 1.035156, 0.068359, 0.264992
0.038350, 0.253804, 0.993408, 0.089111, 0.244772
0.039884, 0.269144, 1.000732, 0.008301, 0.255414
0.042951, 0.287273, 1.001221, -0.011475, 0.312882
0.046019, 0.299824, 0.998779, 0.021240, 0.367158
0.049087, 0.320741, 0.946777, 0.107666, 0.368222
0.052155, 0.333292, 1.023926, 0.081787, 0.361837
0.056757, 0.351421, 0.981934, 0.051514, 0.389506
0.059825, 0.365366, 0.994385, 0.076172, 0.415048
0.062893, 0.380706, 0.979004, 0.104492, 0.425690
0.067495, 0.396046, 1.003906, 0.093506, 0.425690
0.070563, 0.409991, 0.974121, 0.077148, 0.438461
0.075165, 0.421147, 1.040771, 0.016602, 0.466131
0.079767, 0.436487, 0.938965, 0.145508, 0.502314
0.084369, 0.447643, 1.004883, 0.123535, 0.485287
0.088971, 0.453222, 0.981201, 0.125732, 0.487415
0.093573, 0.460194, 0.985107, 0.128418, 0.488479
0.098175, 0.467167, 0.969971, 0.138672, 0.490608
0.102777, 0.472745, 0.971680, 0.116211, 0.490608
0.107379, 0.483901, 1.024170, 0.124512, 0.498057
0.111981, 0.492268, 0.953369, 0.134766, 0.509764
0.116583, 0.504819, 1.006836, 0.117676, 0.526791
0.122718, 0.520159, 0.971436, 0.113281, 0.550204
0.127320, 0.536893, 0.980225, 0.100342, 0.577874
0.133456, 0.546655, 0.972412, 0.138428, 0.611929
0.138058, 0.556417, 0.989990, 0.178955, 0.621507
0.144194, 0.557811, 0.967041, 0.197754, 0.610865
0.150330, 0.557811, 0.972900, 0.211670, 0.592773
0.156466, 0.563389, 0.988525, 0.201416, 0.576810
0.161068, 0.566178, 0.980225, 0.182617, 0.572553
0.167204, 0.580124, 0.976807, 0.178955, 0.587452
0.171806, 0.588491, 0.974609, 0.186035, 0.604480
0.177942, 0.605225, 0.966553, 0.173584, 0.616186
0.184078, 0.628932, 0.962402, 0.167480, 0.645985
0.190214, 0.658217, 0.975830, 0.169434, 0.686425
0.197884, 0.683319, 0.956787, 0.174072, 0.723673
0.204019, 0.716787, 0.962891, 0.184082, 0.759857
0.211689, 0.740494, 0.958496, 0.206543, 0.787527
0.219359, 0.760018, 0.958984, 0.229736, 0.812004
0.227029, 0.780936, 0.957764, 0.253418, 0.821582
0.234699, 0.800459, 0.943359, 0.255371, 0.825839
0.243903, 0.824166, 0.949463, 0.245605, 0.836481
0.251573, 0.842295, 0.949951, 0.250244, 0.859894
0.259243, 0.860424, 0.944092, 0.244385, 0.884371
0.268447, 0.884131, 0.951416, 0.252197, 0.915234
0.277651, 0.903654, 0.939941, 0.244141, 0.951417
0.286854, 0.917599, 0.926758, 0.293457, 0.973766
0.296058, 0.932939, 0.936035, 0.322021, 0.984408
0.305262, 0.948279, 0.937256, 0.345215, 0.984408
0.316000, 0.953857, 0.930908, 0.346436, 0.979087
0.325204, 0.963619, 0.926758, 0.333252, 0.987601
0.334408, 0.969197, 0.907227, 0.365967, 0.985472
0.343612, 0.977564, 0.908203, 0.354492, 0.984408
0.354350, 0.980353, 0.917236, 0.348145, 1.005693
0.363553, 0.977564, 0.908203, 0.363770, 1.023785
0.374291, 0.977564, 0.902100, 0.397461, 1.029106
0.383495, 0.973381, 0.896484, 0.428955, 1.026977
0.394233, 0.965013, 0.893799, 0.453613, 1.004629
0.403437, 0.952463, 0.904297, 0.444092, 0.975894
0.412641, 0.944095, 0.885986, 0.454346, 0.959931
0.421845, 0.932939, 0.882324, 0.458008, 0.942903
0.431049, 0.934334, 0.885986, 0.447021, 0.937582
0.440252, 0.939912, 0.866211, 0.447021, 0.942903
0.449456, 0.956646, 0.869141, 0.431396, 0.954610
0.458660, 0.976170, 0.859131, 0.416748, 0.986537
0.467864, 0.990115, 0.867432, 0.414307, 1.028041
0.478602, 1.005455, 0.853516, 0.441895, 1.070610
0.489340, 1.020794, 0.853271, 0.483398, 1.098280
0.500078, 1.027767, 0.843018, 0.524170, 1.102537
0.510816, 1.033345, 0.848633, 0.542480, 1.085510
0.520019, 1.029162, 0.835693, 0.556152, 1.069546
0.530757, 1.022189, 0.821289, 0.555176, 1.047198
0.541495, 1.019400, 0.828613, 0.558594, 1.033363
0.550699, 1.020794, 0.812012, 0.560547, 1.026977
0.561437, 1.019400, 0.808105, 0.543457, 1.028041
0.570641, 1.023584, 0.791748, 0.548828, 1.046133
0.581379, 1.024978, 0.797852, 0.568359, 1.061032
0.592117, 1.030556, 0.796631, 0.578613, 1.062097
0.602854, 1.033345, 0.792725, 0.584961, 1.066354
0.612058, 1.033345, 0.762207, 0.592285, 1.070610
0.622796, 1.037529, 0.777832, 0.612549, 1.072739
0.633534, 1.037529, 0.759277, 0.635010, 1.059968
0.644272, 1.033345, 0.756104, 0.627930, 1.053583
0.653476, 1.033345, 0.757813, 0.632324, 1.055711
0.664214, 1.037529, 0.734863, 0.626953, 1.057840
0.674952, 1.030556, 0.740723, 0.636719, 1.075932
0.685689, 1.020794, 0.725586, 0.662598, 1.080188
0.694893, 1.002666, 0.726563, 0.672119, 1.083381
0.705631, 0.985931, 0.732910, 0.716309, 1.061032
0.716369, 0.956646, 0.707764, 0.767822, 1.011014
0.725573, 0.917599, 0.697754, 0.768311, 0.945032
0.734777, 0.879947, 0.708252, 0.755127, 0.895013
0.742447, 0.846478, 0.704102, 0.752686, 0.855637
0.751651, 0.804643, 0.695313, 0.761719, 0.821582
0.759320, 0.772569, 0.691895, 0.767822, 0.779013
0.765456, 0.753045, 0.675049, 0.742432, 0.747086
0.773126, 0.733522, 0.676514, 0.729248, 0.736444
0.780796, 0.723760, 0.679688, 0.721680, 0.739636
0.786932, 0.709815, 0.677246, 0.718262, 0.746022
0.794602, 0.708420, 0.659424, 0.728516, 0.747086
0.802272, 0.712604, 0.657959, 0.755371, 0.747086
0.808408, 0.707026, 0.648926, 0.751465, 0.736444
0.816078, 0.707026, 0.649170, 0.745117, 0.735380
0.822214, 0.705631, 0.635498, 0.749512, 0.741765
0.829884, 0.695869, 0.635498, 0.755859, 0.740701
0.837554, 0.693080, 0.626465, 0.775635, 0.734315
0.843689, 0.690291, 0.624268, 0.788818, 0.726866
0.851359, 0.687502, 0.626465, 0.791992, 0.714095
0.857495, 0.684713, 0.622314, 0.790283, 0.701324
0.863631, 0.674952, 0.616455, 0.779053, 0.690682
0.871301, 0.673557, 0.611816, 0.785889, 0.697067
0.877437, 0.673557, 0.604492, 0.774902, 0.699196
0.885107, 0.667979, 0.606445, 0.792969, 0.703453
0.891243, 0.665190, 0.590820, 0.808105, 0.704517
0.897379, 0.658217, 0.579346, 0.840088, 0.696003
0.905049, 0.647061, 0.583984, 0.831055, 0.671526
0.911185, 0.640088, 0.570313, 0.808594, 0.664076
0.917321, 0.623354, 0.572998, 0.824463, 0.660884
0.923456, 0.613592, 0.566650, 0.825195, 0.648113
0.929592, 0.603831, 0.557373, 0.829834, 0.644920
0.935728, 0.594069, 0.549561, 0.852539, 0.631085
0.941864, 0.585702, 0.558350, 0.836182, 0.619379
0.946466, 0.573151, 0.547363, 0.823730, 0.610865
0.952602, 0.557811, 0.543945, 0.830078, 0.614058
0.958738, 0.541077, 0.538086, 0.851807, 0.607673
0.964874, 0.517370, 0.538818, 0.872070, 0.595966
0.969476, 0.482507, 0.529297, 0.913574, 0.561911
0.974078, 0.440671, 0.528564, 0.934326, 0.504443
0.978680, 0.387679, 0.526367, 0.947021, 0.433140
0.983282, 0.320741, 0.513916, 0.937500, 0.368222
0.986350, 0.239859, 0.520264, 0.944336, 0.303304
0.987884, 0.153398, 0.515869, 0.975830, 0.229873
0.989418, 0.054387, 0.518555, 1.013428, 0.133028
0.990952, -0.062754, 0.529541, 1.032715, 0.009578
0.989418, -0.186867, 0.524414, 1.056152, -0.125579
0.986350, -0.320741, 0.526367, 1.059326, -0.270313
0.983282, -0.458800, 0.525635, 1.049805, -0.419305
0.978680, -0.603831, 0.522949, 1.056641, -0.562975
0.971010, -0.750256, 0.514893, 1.072021, -0.719416
0.963340, -0.898076, 0.514648, 1.046631, -0.868408
0.952602, -1.047291, 0.542725, 1.032471, -1.003564
0.941864, -1.199294, 0.549805, 1.041504, -1.146170
0.929592, -1.340141, 0.561035, 1.043701, -1.306868
0.915787, -1.464254, 0.559570, 1.009277, -1.461181
0.898913, -1.582789, 0.552490, 0.959717, -1.593145
0.882039, -1.691562, 0.541748, 0.919189, -1.695311
0.863631, -1.794758, 0.562744, 0.883301, -1.772999
0.845223, -1.889585, 0.583008, 0.889160, -1.851752
0.826816, -1.973257, 0.603516, 0.879395, -1.933697
0.806874, -2.044378, 0.607422, 0.855225, -2.043312
0.785398, -2.118288, 0.624023, 0.828369, -2.075239
0.763922, -2.181042, 0.635986, 0.812012, -2.157184
0.740913, -2.242401, 0.622559, 0.770996, -2.223166
0.717903, -2.289815, 0.640869, 0.742920, -2.265735
0.694893, -2.326073, 0.675781, 0.712891, -2.301919
0.670350, -2.346991, 0.681885, 0.679688, -2.333846
0.647340, -2.358147, 0.666504, 0.637939, -2.349809
0.622796, -2.365119, 0.700684, 0.571045, -2.339167
0.599786, -2.366514, 0.735107, 0.553711, -2.310433
0.575243, -2.369303, 0.762695, 0.561279, -2.301919
0.552233, -2.365119, 0.749756, 0.543457, -2.302983
0.529223, -2.362330, 0.758545, 0.534424, -2.295533
0.504680, -2.346991, 0.777588, 0.529785, -2.295533
0.481670, -2.335834, 0.785645, 0.494385, -2.302983
0.457126, -2.314916, 0.797363, 0.450195, -2.299790
0.434117, -2.293999, 0.811523, 0.393066, -2.266800
0.411107, -2.260530, 0.822754, 0.355713, -2.224230
0.389631, -2.217300, 0.845215, 0.333740, -2.172083
0.366621, -2.175464, 0.866699, 0.313721, -2.125258
0.345146, -2.123866, 0.866943, 0.303223, -2.076303
0.323670, -2.075058, 0.869141, 0.271484, -2.029477
0.303728, -2.033222, 0.877197, 0.253662, -1.979459
0.283786, -1.987202, 0.883545, 0.251953, -1.916669
0.263845, -1.941183, 0.902344, 0.248047, -1.878357
0.245437, -1.899347, 0.912842, 0.236816, -1.844302
0.227029, -1.858906, 0.920898, 0.222412, -1.821953
0.207087, -1.824043, 0.926758, 0.177734, -1.792155
0.190214, -1.783601, 0.925537, 0.143066, -1.743201
0.171806, -1.748738, 0.941406, 0.132568, -1.683604
0.154932, -1.715269, 0.952148, 0.131592, -1.644228
0.138058, -1.679012, 0.941162, 0.122559, -1.608044
0.121184, -1.642754, 0.939209, 0.124512, -1.578246
0.105845, -1.617652, 0.957031, 0.113281, -1.554833
0.088971, -1.591156, 0.948486, 0.101318, -1.533548
0.073631, -1.573028, 0.954102, 0.096436, -1.514392
0.058291, -1.557688, 0.954590, 0.098633, -1.513328
0.042951, -1.539559, 0.952637, 0.074707, -1.516521
0.027612, -1.521430, 0.975586, 0.030518, -1.508007
0.012272, -1.497723, 0.966309, -0.018555, -1.481401
-0.003068, -1.478200, 0.964600, -0.036377, -1.431383
-0.018408, -1.457282, 0.959229, -0.021973, -1.396263
-0.032214, -1.436364, 0.975586, -0.017334, -1.374979
-0.046019, -1.416840, 0.969727, -0.036133, -1.357951
-0.059825, -1.400106, 0.972900, -0.043213, -1.339859
-0.073631, -1.380583, 0.960938, -0.047363, -1.334538
-0.087437, -1.361059, 0.965332, -0.079102, -1.327089
-0.101243, -1.351298, 0.970947, -0.100586, -1.305804
-0.115049, -1.337352, 0.967285, -0.120605, -1.279199
-0.128854, -1.320618, 0.971924, -0.124023, -1.257914
-0.141126, -1.302489, 0.965576, -0.125000, -1.235565
-0.153398, -1.284360, 0.953125, -0.135742, -1.225987
-0.167204, -1.267626, 0.974609, -0.153564, -1.210024
-0.179476, -1.253681, 0.961426, -0.148438, -1.200446
-0.191748, -1.243919, 0.961426, -0.135742, -1.205767
-0.204019, -1.239735, 0.964355, -0.152344, -1.216409
-0.216291, -1.227185, 0.963379, -0.199463, -1.216409
-0.228563, -1.207661, 0.962646, -0.223389, -1.195125
-0.240835, -1.190927, 0.958984, -0.244141, -1.174904
-0.253107, -1.171404, 0.948730, -0.270752, -1.146170
-0.265379, -1.157458, 0.956543, -0.285156, -1.103601
-0.276117, -1.142118, 0.954346, -0.279541, -1.065289
-0.286854, -1.126779, 0.948242, -0.270996, -1.040812
-0.297592, -1.119806, 0.942139, -0.258789, -1.028041
-0.308330, -1.114228, 0.936523, -0.249023, -1.032298
-0.320602, -1.111439, 0.940186, -0.253174, -1.055711
-0.331340, -1.119806, 0.940674, -0.257324, -1.075932
-0.342078, -1.123990, 0.934570, -0.288330, -1.087638
-0.354350, -1.130962, 0.927979, -0.314453, -1.095088
-0.365087, -1.132357, 0.922607, -0.316650, -1.089767
-0.375825, -1.128173, 0.919434, -0.313232, -1.101473
-0.388097, -1.133751, 0.913330, -0.339111, -1.112115
-0.398835, -1.133751, 0.919678, -0.371094, -1.107858
-0.411107, -1.128173, 0.898682, -0.385986, -1.085510
-0.421845, -1.132357, 0.908447, -0.394531, -1.070610
-0.432583, -1.137935, 0.907471, -0.395508, -1.056776
-0.444854, -1.143513, 0.895752, -0.389404, -1.050390
-0.455592, -1.156064, 0.889160, -0.357178, -1.061032
-0.466330, -1.167220, 0.882813, -0.343994, -1.106794
-0.478602, -1.190927, 0.880371, -0.351074, -1.158941
-0.490874, -1.210450, 0.872070, -0.395752, -1.200446
-0.503146, -1.231368, 0.863281, -0.437012, -1.215345
-0.515418, -1.252286, 0.864502, -0.452881, -1.216409
-0.527689, -1.271810, 0.848389, -0.458740, -1.217474
-0.541495, -1.280177, 0.853271, -0.434570, -1.235565
-0.553767, -1.284360, 0.838867, -0.475098, -1.264299
-0.567573, -1.277388, 0.814453, -0.506104, -1.270685
-0.579845, -1.260653, 0.814697, -0.543213, -1.266428
-0.593651, -1.235552, 0.821289, -0.573242, -1.237694
-0.605922, -1.203478, 0.798584, -0.629395, -1.191932
-0.618194, -1.174193, 0.816650, -0.669678, -1.111051
-0.628932, -1.142118, 0.804932, -0.611816, -1.046133
-0.639670, -1.110044, 0.802979, -0.556641, -1.028041
-0.650408, -1.066814, 0.782959, -0.571533, -1.032298
-0.661146, -1.024978, 0.787842, -0.608643, -1.022720
-0.671884, -0.974775, 0.791748, -0.658691, -0.988665
-0.682621, -0.907838, 0.776367, -0.699463, -0.922683
-0.691825, -0.824166, 0.772217, -0.728271, -0.843930
-0.699495, -0.723760, 0.762939, -0.777100, -0.744958
-0.707165, -0.601042, 0.773193, -0.807861, -0.615122
-0.713301, -0.460194, 0.758545, -0.842529, -0.470388
-0.716369, -0.306796, 0.764648, -0.868896, -0.305433
-0.719437, -0.147820, 0.761475, -0.878662, -0.131964
-0.720971, 0.023707, 0.762451, -0.877930, 0.048954
-0.719437, 0.213363, 0.766602, -0.884033, 0.229873
-0.716369, 0.403019, 0.767822, -0.908691, 0.417176
-0.711767, 0.603831, 0.760010, -0.923096, 0.619379
-0.705631, 0.818588, 0.767822, -0.922119, 0.835417
-0.696427, 1.034740, 0.759766, -0.901611, 1.056776
-0.684155, 1.246708, 0.761719, -0.912109, 1.260043
-0.671884, 1.450309, 0.769043, -0.916016, 1.492044
-0.655010, 1.649727, 0.761963, -0.894043, 1.728302
-0.636602, 1.833804, 0.753174, -0.829590, 1.936890
-0.616660, 1.992780, 0.761475, -0.759277, 2.103973
-0.595185, 2.133628, 0.761963, -0.687256, 2.246579
-0.573709, 2.264713, 0.778809, -0.632813, 2.345552
-0.549165, 2.372092, 0.776611, -0.588379, 2.428562
-0.524621, 2.473893, 0.793213, -0.567383, 2.503057
-0.500078, 2.567326, 0.802734, -0.551025, 2.582874
-0.474000, 2.657970, 0.800293, -0.545898, 2.669077
-0.446388, 2.744431, 0.798340, -0.544678, 2.766985
-0.418777, 2.811368, 0.805908, -0.492920, 2.869151
-0.389631, 2.868544, 0.815674, -0.431641, 2.946839
-0.360485, 2.911774, 0.830811, -0.373535, 3.009629
-0.329806, 2.936876, 0.815918, -0.296631, 3.038363
-0.299126, 2.955005, 0.832764, -0.206055, 3.024528
-0.269981, 2.963372, 0.847412, -0.161621, 2.988344
-0.240835, 2.960583, 0.855957, -0.158203, 2.945775
-0.211689, 2.960583, 0.864746, -0.170898, 2.930876
-0.182544, 2.955005, 0.871338, -0.183350, 2.944711
-0.151864, 2.959188, 0.863037, -0.156738, 2.969188
-0.122718, 2.966161, 0.856934, -0.088623, 2.994729
-0.093573, 2.968950, 0.862793, -0.043701, 2.998986
-0.062893, 2.967556, 0.866699, -0.020508, 2.992601
-0.033748, 2.961977, 0.877930, 0.020752, 2.993665
-0.003068, 2.945243, 0.868164, 0.064209, 2.981959
0.026078, 2.927114, 0.871826, 0.099365, 2.961738
0.055223, 2.902013, 0.884766, 0.145264, 2.936197
0.084369, 2.871333, 0.864502, 0.179688, 2.900013
0.113515, 2.837864, 0.871094, 0.199707, 2.865958
0.141126, 2.797423, 0.883057, 0.234863, 2.829774
0.168738, 2.761165, 0.869873, 0.280029, 2.787205
0.196350, 2.724908, 0.864746, 0.307617, 2.737187
0.223961, 2.684466, 0.863770, 0.313232, 2.685040
