[true theta], [true dTheta], [ar], [at], [imu dtheta]
-0.079767, 0.186867, 1.003906, -0.092041, 0.236258
-0.078233, 0.192445, 0.986084, -0.069580, 0.241579
-0.076699, 0.193839, 0.993408, -0.063965, 0.242643
-0.073631, 0.191050, 1.000732, -0.057129, 0.239451
-0.072097, 0.199418, 0.991211, -0.055908, 0.236258
-0.070563, 0.210574, 1.002686, -0.068359, 0.230937
-0.067495, 0.223124, 1.002441, -0.078613, 0.246900
-0.065961, 0.235675, 0.995605, -0.094727, 0.263928
-0.064427, 0.246831, 0.999512, -0.090088, 0.290533
-0.061359, 0.263566, 0.995605, -0.086426, 0.317139
-0.058291, 0.277511, 0.990479, -0.081787, 0.341616
-0.055223, 0.294245, 0.995850, -0.079834, 0.367158
-0.052155, 0.312374, 1.000488, -0.052979, 0.383121
-0.049087, 0.323530, 1.001221, -0.034912, 0.386314
-0.046019, 0.333292, 0.978760, -0.040527, 0.387378
-0.042951, 0.340265, 0.991699, -0.038330, 0.390571
-0.038350, 0.351421, 1.007080, -0.028076, 0.386314
-0.035282, 0.358394, 0.994141, -0.031250, 0.390571
-0.032214, 0.361183, 0.990723, -0.038818, 0.392699
-0.027612, 0.366761, 1.001709, -0.035156, 0.403341
-0.024544, 0.373734, 0.986572, -0.028564, 0.416112
-0.019942, 0.373734, 0.999512, -0.015625, 0.416112
-0.016874, 0.382101, 0.998779, -0.011230, 0.421433
-0.013806, 0.383495, 0.991211, -0.005859, 0.424626
-0.009204, 0.384890, 0.993408, 0.001709, 0.425690
-0.004602, 0.386284, 1.014160, 0.015137, 0.422497
-0.001534, 0.387679, 0.999023, 0.011963, 0.413984
0.003068, 0.389073, 0.994385, 0.014160, 0.416112
0.006136, 0.390468, 0.991943, 0.010986, 0.418240
0.010738, 0.383495, 1.003174, 0.016113, 0.423562
0.013806, 0.383495, 0.997559, 0.015137, 0.427819
0.018408, 0.390468, 0.997559, 0.024170, 0.431011
0.021476, 0.389073, 0.993896, 0.025391, 0.432075
0.026078, 0.394651, 0.992432, 0.038086, 0.429947
0.029146, 0.391862, 0.998291, 0.052734, 0.423562
0.033748, 0.396046, 0.988281, 0.043457, 0.418240
0.038350, 0.398835, 0.988281, 0.036865, 0.418240
0.041417, 0.400230, 0.997559, 0.035156, 0.431011
0.046019, 0.400230, 0.998047, 0.040771, 0.436332
0.049087, 0.405808, 1.001465, 0.045654, 0.446975
0.053689, 0.408597, 0.995361, 0.054199, 0.455488
0.058291, 0.415569, 0.989502, 0.051025, 0.461874
0.061359, 0.426726, 0.986816, 0.057617, 0.470388
0.065961, 0.440671, 1.000244, 0.068359, 0.487415
0.070563, 0.456011, 1.001953, 0.066162, 0.502314
0.075165, 0.471350, 0.996338, 0.060059, 0.520406
0.079767, 0.485296, 0.997070, 0.072998, 0.539562
0.084369, 0.504819, 0.991211, 0.087402, 0.550204
0.090505, 0.513186, 0.991699, 0.092285, 0.561911
0.095107, 0.517370, 0.981934, 0.097412, 0.566168
0.101243, 0.524343, 0.978760, 0.110596, 0.572553
0.105845, 0.525737, 0.994385, 0.111816, 0.572553
0.111981, 0.521553, 0.993408, 0.128662, 0.568296
0.116583, 0.518764, 0.999268, 0.148193, 0.556590
0.121184, 0.517370, 0.994629, 0.145752, 0.545947
0.127320, 0.510397, 0.981201, 0.143799, 0.537434
0.131922, 0.506214, 0.983398, 0.151123, 0.526791
0.136524, 0.497846, 0.984863, 0.155762, 0.514021
0.142660, 0.493663, 0.985352, 0.167480, 0.502314
0.147262, 0.486690, 0.989990, 0.171387, 0.492736
0.151864, 0.469956, 0.993408, 0.164307, 0.485287
0.156466, 0.460194, 0.981689, 0.173584, 0.483158
0.161068, 0.450433, 0.988281, 0.169678, 0.487415
0.165670, 0.440671, 0.979004, 0.173828, 0.487415
0.170272, 0.439276, 0.984619, 0.184814, 0.483158
0.173340, 0.439276, 0.968750, 0.192627, 0.484222
0.177942, 0.440671, 0.972412, 0.198975, 0.482094
0.182544, 0.443460, 0.976074, 0.197021, 0.479966
0.187146, 0.447643, 0.983154, 0.198242, 0.476773
0.191748, 0.446249, 0.987549, 0.198730, 0.474644
0.196350, 0.447643, 0.973389, 0.201172, 0.474644
0.200951, 0.443460, 0.977295, 0.209961, 0.472516
0.205553, 0.440671, 0.976563, 0.221680, 0.466131
0.210155, 0.439276, 0.977539, 0.224854, 0.462938
0.213223, 0.439276, 0.967041, 0.212402, 0.460809
0.217825, 0.440671, 0.978760, 0.205811, 0.465066
0.222427, 0.443460, 0.970947, 0.203613, 0.476773
0.227029, 0.454616, 0.967041, 0.206299, 0.494865
0.231631, 0.465772, 0.969971, 0.198486, 0.517213
0.236233, 0.483901, 0.962158, 0.221680, 0.541691
0.240835, 0.499241, 0.963867, 0.228760, 0.559782
0.245437, 0.517370, 0.960449, 0.240479, 0.572553
0.251573, 0.529921, 0.962891, 0.237061, 0.589581
0.256175, 0.543866, 0.958740, 0.253174, 0.602351
0.262311, 0.557811, 0.957520, 0.261230, 0.612994
0.268447, 0.570362, 0.955322, 0.267334, 0.621507
0.274583, 0.580124, 0.952881, 0.267090, 0.628957
0.279185, 0.585702, 0.946289, 0.275635, 0.637471
0.285320, 0.594069, 0.943848, 0.288574, 0.643856
0.291456, 0.596858, 0.936035, 0.304443, 0.645985
0.297592, 0.594069, 0.955078, 0.316162, 0.636407
0.303728, 0.594069, 0.944336, 0.326660, 0.626829
0.309864, 0.596858, 0.950439, 0.338135, 0.614058
0.316000, 0.587096, 0.940674, 0.331299, 0.595966
0.322136, 0.580124, 0.940186, 0.325684, 0.589581
0.326738, 0.568967, 0.944824, 0.327393, 0.590645
0.332874, 0.561995, 0.938477, 0.346680, 0.583195
0.339010, 0.552233, 0.931396, 0.354004, 0.568296
0.343612, 0.541077, 0.936279, 0.358398, 0.562975
0.349748, 0.536893, 0.936523, 0.359619, 0.558718
0.354350, 0.539682, 0.923096, 0.363525, 0.557654
0.360485, 0.534104, 0.919922, 0.351563, 0.560847
0.365087, 0.535499, 0.918213, 0.349609, 0.572553
0.369689, 0.543866, 0.925781, 0.364502, 0.583195
0.375825, 0.543866, 0.921875, 0.376465, 0.589581
0.381961, 0.550839, 0.921387, 0.374756, 0.592773
0.386563, 0.556417, 0.915283, 0.376709, 0.599159
0.392699, 0.567573, 0.915527, 0.373291, 0.609801
0.398835, 0.575940, 0.910400, 0.383301, 0.619379
0.403437, 0.587096, 0.915527, 0.379639, 0.631085
0.409573, 0.599647, 0.898193, 0.387939, 0.648113
0.415709, 0.613592, 0.903320, 0.387695, 0.666205
0.421845, 0.627538, 0.895752, 0.393555, 0.681104
0.427981, 0.640088, 0.901611, 0.407959, 0.691746
0.435651, 0.658217, 0.907959, 0.414795, 0.702389
0.441786, 0.665190, 0.893799, 0.418213, 0.708774
0.447922, 0.674952, 0.883789, 0.427490, 0.716223
0.455592, 0.679135, 0.894531, 0.450195, 0.724737
0.461728, 0.684713, 0.880859, 0.458252, 0.722609
0.469398, 0.683319, 0.877441, 0.471191, 0.726866
0.475534, 0.690291, 0.868408, 0.478516, 0.723673
0.483204, 0.690291, 0.872070, 0.480957, 0.720480
0.489340, 0.690291, 0.869873, 0.489014, 0.721545
0.497010, 0.697264, 0.866699, 0.487061, 0.716223
0.503146, 0.695869, 0.866943, 0.481445, 0.720480
0.510816, 0.701448, 0.856689, 0.478516, 0.733251
0.516952, 0.705631, 0.871582, 0.485840, 0.746022
0.524621, 0.715393, 0.850830, 0.488770, 0.761985
0.532291, 0.715393, 0.843750, 0.506592, 0.772627
0.538427, 0.720971, 0.833008, 0.531982, 0.773692
0.546097, 0.716787, 0.843750, 0.546631, 0.761985
0.553767, 0.711209, 0.842529, 0.555908, 0.742829
0.561437, 0.697264, 0.835693, 0.575439, 0.722609
0.567573, 0.683319, 0.827148, 0.583740, 0.699196
0.575243, 0.670768, 0.825928, 0.573975, 0.678976
0.581379, 0.652639, 0.810547, 0.571045, 0.665141
0.587515, 0.637299, 0.815918, 0.569580, 0.656627
0.593651, 0.626143, 0.814209, 0.572510, 0.650242
0.599786, 0.620565, 0.811279, 0.581055, 0.642792
0.605922, 0.606620, 0.807129, 0.579834, 0.639599
0.612058, 0.594069, 0.803223, 0.610596, 0.626829
0.618194, 0.577335, 0.805664, 0.634277, 0.600223
0.624330, 0.557811, 0.798096, 0.648193, 0.567232
0.630466, 0.536893, 0.791992, 0.643066, 0.532113
0.635068, 0.509003, 0.790283, 0.644531, 0.504443
0.639670, 0.476929, 0.794434, 0.649170, 0.471452
0.644272, 0.443460, 0.791504, 0.658447, 0.437397
0.648874, 0.411386, 0.783447, 0.646729, 0.405470
0.653476, 0.383495, 0.780762, 0.644043, 0.378864
0.656544, 0.355605, 0.777832, 0.656250, 0.352259
0.659612, 0.323530, 0.779785, 0.667725, 0.316075
0.662680, 0.283089, 0.792236, 0.682129, 0.273506
0.665748, 0.238464, 0.780029, 0.688477, 0.230937
0.668816, 0.193839, 0.789063, 0.693115, 0.181983
0.670350, 0.153398, 0.779297, 0.695557, 0.124514
0.671884, 0.105984, 0.788818, 0.692383, 0.076624
0.671884, 0.055781, 0.768311, 0.687988, 0.025541
0.671884, 0.000000, 0.787109, 0.691895, -0.023413
0.671884, -0.055781, 0.784668, 0.698975, -0.070239
0.671884, -0.105984, 0.777588, 0.694824, -0.123450
0.670350, -0.153398, 0.778320, 0.699707, -0.171340
0.668816, -0.200812, 0.786133, 0.685547, -0.217102
0.665748, -0.251015, 0.781006, 0.688721, -0.267120
0.662680, -0.299824, 0.785889, 0.677979, -0.309690
0.659612, -0.350027, 0.793213, 0.682861, -0.358644
0.656544, -0.396046, 0.786621, 0.673340, -0.410791
0.651942, -0.440671, 0.787109, 0.656494, -0.456553
0.647340, -0.479718, 0.792725, 0.654297, -0.493800
0.642738, -0.524343, 0.804199, 0.654541, -0.538498
0.636602, -0.563389, 0.795410, 0.637451, -0.574682
0.630466, -0.601042, 0.810303, 0.628174, -0.611929
0.624330, -0.633116, 0.805420, 0.624756, -0.643856
0.618194, -0.670768, 0.816650, 0.617920, -0.675783
0.610524, -0.702842, 0.826416, 0.609131, -0.705581
0.604388, -0.726549, 0.824951, 0.604248, -0.733251
0.596719, -0.754440, 0.826904, 0.583008, -0.755600
0.589049, -0.783725, 0.817139, 0.570068, -0.771563
0.579845, -0.804643, 0.823486, 0.553223, -0.789655
0.572175, -0.822772, 0.825928, 0.558838, -0.799233
0.564505, -0.843689, 0.839111, 0.547119, -0.814132
0.555301, -0.850662, 0.835205, 0.529785, -0.824774
0.546097, -0.857635, 0.847900, 0.521973, -0.823710
0.538427, -0.863213, 0.848633, 0.516357, -0.836481
0.529223, -0.874369, 0.854736, 0.499023, -0.839674
0.520019, -0.882736, 0.865967, 0.494873, -0.842866
0.512350, -0.886920, 0.863281, 0.486328, -0.844995
0.503146, -0.893892, 0.868164, 0.484863, -0.851380
0.493942, -0.896681, 0.872559, 0.476563, -0.857765
0.484738, -0.895287, 0.883057, 0.456299, -0.864151
0.475534, -0.896681, 0.882080, 0.450439, -0.866279
0.466330, -0.900865, 0.879395, 0.436768, -0.866279
0.457126, -0.899471, 0.886230, 0.428955, -0.860958
0.449456, -0.892498, 0.894775, 0.409424, -0.857765
0.440252, -0.888314, 0.903564, 0.394287, -0.843930
0.431049, -0.879947, 0.897461, 0.410889, -0.829031
0.421845, -0.875764, 0.899902, 0.399414, -0.830096
0.412641, -0.868791, 0.911865, 0.377441, -0.820518
0.404971, -0.867396, 0.904053, 0.369141, -0.804554
0.395767, -0.856240, 0.914795, 0.358887, -0.789655
0.388097, -0.843689, 0.924072, 0.366699, -0.779013
0.378893, -0.838111, 0.911133, 0.364990, -0.780077
0.371223, -0.832533, 0.926758, 0.354248, -0.783270
0.362019, -0.828350, 0.934082, 0.341797, -0.777949
0.354350, -0.825561, 0.930420, 0.331543, -0.776884
0.346680, -0.824166, 0.927979, 0.325684, -0.773692
0.337476, -0.817193, 0.943359, 0.313965, -0.769435
0.329806, -0.813010, 0.950439, 0.307373, -0.764114
0.322136, -0.804643, 0.937012, 0.293457, -0.752407
0.312932, -0.800459, 0.940186, 0.297363, -0.746022
0.305262, -0.793486, 0.950684, 0.291260, -0.743893
0.297592, -0.783725, 0.950928, 0.280518, -0.740701
0.289922, -0.779541, 0.961426, 0.267822, -0.735380
0.282252, -0.773963, 0.947510, 0.258545, -0.721545
0.274583, -0.766990, 0.951904, 0.258545, -0.721545
0.266913, -0.766990, 0.955322, 0.255859, -0.720480
0.259243, -0.766990, 0.962158, 0.244385, -0.717288
0.251573, -0.766990, 0.968262, 0.246582, -0.715159
0.243903, -0.760018, 0.950439, 0.230469, -0.716223
0.236233, -0.754440, 0.957520, 0.216064, -0.709838
0.228563, -0.750256, 0.965576, 0.205566, -0.700260
0.220893, -0.740494, 0.969482, 0.185791, -0.689618
0.213223, -0.733522, 0.972656, 0.186768, -0.666205
0.207087, -0.722365, 0.969727, 0.196289, -0.661948
0.199418, -0.715393, 0.967529, 0.192383, -0.655563
0.191748, -0.705631, 0.972656, 0.185547, -0.655563
0.185612, -0.701448, 0.976318, 0.179443, -0.655563
0.177942, -0.702842, 0.979736, 0.181641, -0.661948
0.171806, -0.709815, 0.975830, 0.176514, -0.671526
0.164136, -0.713998, 0.967041, 0.165527, -0.685361
0.158000, -0.715393, 0.977051, 0.170898, -0.685361
0.150330, -0.722365, 0.977539, 0.148438, -0.692811
0.142660, -0.726549, 0.981934, 0.130615, -0.690682
0.134990, -0.727944, 0.985840, 0.116943, -0.683233
0.127320, -0.726549, 0.968750, 0.114258, -0.682168
0.121184, -0.729338, 0.990723, 0.120117, -0.681104
0.113515, -0.727944, 0.995117, 0.108887, -0.678976
0.105845, -0.722365, 0.983643, 0.109863, -0.682168
0.099709, -0.720971, 0.989990, 0.094482, -0.686425
0.092039, -0.723760, 0.988281, 0.082764, -0.682168
0.084369, -0.730733, 0.986572, 0.082520, -0.684297
0.076699, -0.733522, 0.986816, 0.082031, -0.682168
0.070563, -0.739100, 0.989746, 0.077637, -0.688554
0.062893, -0.747467, 0.984863, 0.076416, -0.697067
0.055223, -0.750256, 0.984863, 0.066650, -0.710902
0.047553, -0.754440, 0.993408, 0.055176, -0.718352
0.039884, -0.760018, 0.989014, 0.045410, -0.727930
0.032214, -0.766990, 0.981445, 0.041016, -0.739636
0.024544, -0.773963, 0.982666, 0.026611, -0.749214
0.016874, -0.779541, 0.989746, 0.013916, -0.748150
0.009204, -0.783725, 0.989258, 0.024414, -0.751343
0.001534, -0.786514, 0.979980, 0.001221, -0.758792
-0.006136, -0.794881, 0.996582, -0.007813, -0.760921
-0.015340, -0.800459, 0.984375, -0.009521, -0.769435
-0.023010, -0.810221, 0.985596, -0.018311, -0.772627
-0.030680, -0.815799, 0.996826, -0.020752, -0.779013
-0.038350, -0.817193, 0.988525, -0.044434, -0.786462
-0.047553, -0.821377, 0.988037, -0.052246, -0.785398
-0.055223, -0.819982, 0.996094, -0.050049, -0.788591
-0.064427, -0.821377, 0.994629, -0.075195, -0.787527
-0.072097, -0.825561, 0.989258, -0.092041, -0.777949
-0.079767, -0.824166, 0.983643, -0.094238, -0.777949
-0.088971, -0.817193, 0.974121, -0.104492, -0.772627
-0.096641, -0.813010, 0.993652, -0.123047, -0.764114
-0.104311, -0.804643, 0.984375, -0.128418, -0.747086
-0.113515, -0.800459, 0.977295, -0.119629, -0.740701
-0.121184, -0.793486, 0.979492, -0.127441, -0.741765
-0.128854, -0.783725, 0.977783, -0.141113, -0.735380
-0.136524, -0.786514, 0.978516, -0.132813, -0.735380
-0.144194, -0.786514, 0.983887, -0.135986, -0.741765
-0.151864, -0.783725, 0.966797, -0.161377, -0.747086
-0.159534, -0.779541, 0.978760, -0.179932, -0.744958
-0.167204, -0.775358, 0.981201, -0.186279, -0.728994
-0.176408, -0.771174, 0.971191, -0.199463, -0.721545
-0.184078, -0.766990, 0.971436, -0.209229, -0.706645
-0.191748, -0.762807, 0.968750, -0.200195, -0.691746
